Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination IP,Destination Port,Username,Magnitude
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:33 PM",Firewall Permit,217.66.249.178,35040,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:33 PM",Firewall Permit,217.66.249.178,35041,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:33 PM",Information,217.66.249.178,35040,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Firewall Permit,176.65.20.34,53199,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Firewall Permit,176.65.20.34,53200,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Firewall Permit,176.65.20.34,53201,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Information,176.65.20.34,53199,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Information,176.65.20.34,53200,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:35 PM",Information,176.65.20.34,53201,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:36 PM",Firewall Permit,188.161.22.73,12336,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,188.161.22.73,12336,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,6,"Feb 19, 2017, 3:01:33 PM",Information,82.205.123.23,12565,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Firewall Permit,188.161.22.73,12337,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Firewall Permit,188.161.22.73,12338,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,188.161.22.73,12337,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,188.161.22.73,12338,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,37.8.48.181,12011,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,37.8.48.181,12011,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,188.161.182.52,17279,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,188.161.182.52,17279,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,7,"Feb 19, 2017, 3:01:32 PM",Firewall Permit,82.205.123.23,12572,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,130.255.64.86,16718,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:37 PM",Information,130.255.64.86,16718,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:38 PM",Information,213.244.118.245,55347,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:38 PM",Information,213.244.119.245,59816,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,50,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,185.108.25.110,21054,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,49,"Feb 19, 2017, 3:02:35 PM",Information,185.108.25.110,21053,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,217.66.249.178,35146,88.88.88.88,80,N/A,8
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Deny,88.88.88.88,80,213.6.79.226,51143,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,11,"Feb 19, 2017, 3:02:42 PM",Firewall Permit,5.102.107.219,49319,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,5.102.107.219,49320,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,5.102.107.219,49321,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,5.102.107.219,49322,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:46 PM",Firewall Permit,37.8.57.210,21435,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:46 PM",Information,217.66.249.178,35146,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:47 PM",Information,194.58.245.43,14506,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:47 PM",Information,194.58.245.43,14506,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,5.102.107.219,49326,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,16,"Feb 19, 2017, 3:02:42 PM",Information,5.102.107.219,49326,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:48 PM",Firewall Permit,5.102.107.219,49327,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:48 PM",Firewall Permit,5.102.107.219,49328,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:48 PM",Information,5.102.107.219,49327,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:48 PM",Information,5.102.107.219,49328,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Firewall Permit,5.102.107.219,49329,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Information,5.102.107.219,49329,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Information,217.66.244.67,51349,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Information,217.66.244.67,51349,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Information,176.58.76.137,11791,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Information,176.58.76.137,11791,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Firewall Permit,217.66.249.178,35148,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:49 PM",Firewall Permit,217.66.249.178,35149,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:50 PM",Firewall Permit,217.66.249.178,35150,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:50 PM",Firewall Permit,88.88.88.88,33588,10.160.140.119,514,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,24,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,185.108.25.110,21076,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:50 PM",Firewall Permit,88.88.88.88,41735,192.116.16.26,53,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,25,"Feb 19, 2017, 3:02:45 PM",Information,185.108.25.110,21076,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:50 PM",Information,217.66.249.178,35148,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:50 PM",Information,213.244.119.251,48980,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:49 PM",Firewall Permit,5.102.107.219,49331,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:49 PM",Information,5.102.107.219,49331,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:50 PM",Firewall Permit,217.66.249.178,35152,88.88.88.88,80,N/A,8
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:52 PM",Firewall Deny,88.88.88.88,80,37.8.54.103,26860,N/A,8
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,82.205.90.63,34204,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,82.205.90.63,34204,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,176.12.231.129,30753,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,176.12.231.129,30753,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,85.113.96.115,37635,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Information,85.113.96.115,37635,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Firewall Permit,213.244.119.251,62921,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Firewall Permit,213.244.119.245,48506,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Firewall Permit,213.244.118.251,55638,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Firewall Permit,213.244.118.245,37636,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:53 PM",Firewall Permit,213.244.118.245,49425,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:54 PM",Information,217.66.249.178,35149,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:57 PM",Firewall Permit,185.108.25.110,21089,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:57 PM",Information,185.108.25.110,21089,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:57 PM",Information,217.66.249.178,35150,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:58 PM",Firewall Permit,46.20.215.69,12872,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:58 PM",Firewall Permit,66.249.66.120,34230,88.88.88.88,443,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:58 PM",Information,46.20.215.69,12872,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:59 PM",Information,176.65.16.196,15414,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:59 PM",Information,176.65.16.196,15414,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:00 PM",Firewall Permit,46.20.215.69,12877,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:00 PM",Information,46.20.215.69,12877,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:00 PM",Firewall Permit,66.249.66.124,34891,88.88.88.88,443,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:00 PM",Firewall Permit,46.20.215.69,12878,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:00 PM",Information,46.20.215.69,12878,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:01 PM",Firewall Permit,46.20.215.69,12879,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:01 PM",Information,46.20.215.69,12879,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:01 PM",Information,217.66.249.178,35151,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:02 PM",Information,176.58.75.55,10425,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:02 PM",Information,176.58.75.55,10425,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:03 PM",Firewall Permit,66.249.66.120,47348,88.88.88.88,443,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:03 PM",Firewall Permit,5.102.107.219,49342,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:03 PM",Information,5.102.107.219,49342,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:04 PM",Firewall Permit,46.20.215.69,12883,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:04 PM",Firewall Permit,46.20.215.69,12884,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:05 PM",Information,46.20.215.69,12883,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:05 PM",Information,46.20.215.69,12884,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:06 PM",Firewall Permit,82.205.4.242,24206,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:06 PM",Information,82.205.4.242,24206,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:06 PM",Firewall Permit,82.205.4.242,24207,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:06 PM",Firewall Permit,82.205.4.242,24208,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:07 PM",Information,82.205.4.242,24207,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:07 PM",Information,82.205.4.242,24208,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:07 PM",Information,213.244.118.251,55638,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:07 PM",Firewall Permit,69.63.188.108,51198,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:07 PM",Firewall Permit,69.171.230.97,57146,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,69.63.188.108,51198,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,213.244.118.245,37636,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Firewall Permit,46.20.215.69,12888,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,185.5.223.99,43947,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,185.5.223.99,43947,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,37.75.213.151,50073,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,37.75.213.151,50073,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,31.223.187.37,11564,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,31.223.187.37,11564,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,3,"Feb 19, 2017, 3:03:06 PM",Firewall Permit,82.205.4.242,24211,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,93.184.13.90,43209,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,93.184.13.90,43209,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,46.20.215.69,12888,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,69.171.230.97,57146,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:03:07 PM",Information,82.205.4.242,24211,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:08 PM",Information,213.244.118.245,49425,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Firewall Permit,46.20.215.69,12889,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Firewall Permit,46.20.215.69,12890,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Information,46.20.215.69,12889,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Information,46.20.215.69,12890,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Firewall Permit,82.205.4.242,24212,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:09 PM",Information,82.205.4.242,24212,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:10 PM",Firewall Permit,82.205.4.242,24213,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:10 PM",Information,213.244.119.245,48506,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:10 PM",Information,213.244.119.251,62921,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:10 PM",Information,82.205.4.242,24213,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:10 PM",Firewall Permit,82.205.4.242,24214,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:11 PM",Information,82.205.4.242,24214,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:03:09 PM",Firewall Permit,46.20.215.69,12892,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:03:09 PM",Information,46.20.215.69,12892,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:11 PM",Firewall Permit,212.106.87.104,13376,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:11 PM",Information,212.106.87.104,13376,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,5.102.107.190,40103,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,5.102.107.190,40103,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,188.161.101.8,50441,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,188.161.101.8,50441,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Firewall Permit,212.106.87.104,13377,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,212.106.87.104,13377,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Firewall Permit,212.106.87.104,13378,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:12 PM",Information,212.106.87.104,13378,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:03:12 PM",Firewall Permit,212.106.87.104,13381,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:03:12 PM",Information,212.106.87.104,13381,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:16 PM",Firewall Permit,88.88.88.88,58758,192.116.16.26,53,N/A,8
